page_id,page_namespace,"page_title","page_restrictions",page_counter,page_is_redirect,page_is_new,page_random,"page_touched",page_latest,page_len
1361,0,"Technology:JGroups","",94,0,0,0.269020647926,"20130609064839",18894,154
1362,0,"Technology:Apache_XML","",98,0,0,0.430582147697,"20130609064840",20287,179
1363,0,"Technology:Apache_XML-RPC","",116,0,0,0.312207591158,"20130609064841",18854,145
1364,0,"Technology:log4j","",82,0,0,0.308781396407,"20130609064842",19003,151
1365,0,"Java:org.apache.tools.ant","",101,0,0,0.394037734491,"20130609064843",18475,240
1366,0,"Technology:Avalon_LogKit","",95,0,0,0.329417964863,"20130609064844",20292,252
1367,0,"Technology:Apache_Commons","",90,0,0,0.715049259829,"20130609064846",18643,163
1368,0,"Technology:Velocity","",82,0,0,0.1019103071,"20130609064847",18977,152
1369,0,"Technology:POI","",81,0,0,0.251232114393,"20130609064848",18948,153
1370,0,"Technology:SLF4J","",101,0,0,0.79227151354,"20130609064949",19171,280
1371,0,"Technology:Avalon","",83,0,0,0.951465437745,"20130609064959",18852,172
1373,0,"Technology:ORO","",84,0,0,0.2293165321,"20130609065001",18953,173
1374,14,"Search_technology","",86,0,0,0.58111637714,"20130609065008",16251,124
1375,0,"Technology:Lucene","",64,0,0,0.37613234358,"20130609065130",18919,182
1377,0,"Technology:BCEL","",129,0,0,0.945813221939,"20130609065329",18851,189
1378,0,"Technology:ECS","",77,0,0,0.523832348026,"20130609065330",18672,262
1379,14,"Markup_technology","",86,0,0,0.127290735536,"20130609065330",16202,127
1380,0,"Technology:BSF","",94,0,0,0.959424691995,"20130609065331",18850,236
1381,0,"Technology:JDT","",99,0,0,0.094301015997,"20130609065400",18899,280
1382,0,"Technology:Tidy","",96,0,0,0.445819576981,"20130609065401",19166,256
1383,0,"Technology:Bouncy_Castle","",101,0,0,0.937110338828,"20130609065402",20281,376
1384,14,"Encryption_technology","",67,0,0,0.087414108181,"20130609065402",16163,114
1385,0,"Technology:Smack","",84,0,0,0.391905193074,"20130609065408",18933,251
1386,14,"Messaging_technology","",59,0,0,0.339165369909,"20130609065444",16204,94
1387,14,"Bytecode_language","",141,0,0,0.315142959471,"20130609065505",18323,171
1388,14,"Bytecode_processor","",72,0,0,0.599451316851,"20130609065506",16127,99
1389,0,"Technology:Javassist","",81,0,0,0.53115227761,"20130609065506",18925,209
1390,14,"Computing_technology","",55,0,0,0.866405739612,"20130609065507",16145,105
1391,0,"Technology:JAMA","",83,0,0,0.766422925449,"20130609065508",18903,194
1392,0,"Technology:sun.misc","",89,0,0,0.344812441003,"20130609065508",20304,114
1393,0,"Technology:gnu.regexp","",93,0,0,0.93340755446,"20130609070054",20296,289
1394,0,"Technology:OGNL","",83,0,0,0.280390200367,"20130609070126",18954,301
1395,0,"Language:OGNL","",71,0,0,0.302079732569,"20130609070142",18535,273
1396,0,"Language:JNLP","",100,0,0,0.289749900746,"20130609070415",18544,173
1397,0,"Technology:javax.jnlp","",108,0,0,0.494885869656,"20130609070514",20279,383
1399,0,"Technology:JNDI","",77,0,0,0.545829991893,"20130609070530",18892,264
1400,0,"Technology:EJB","",117,0,0,0.25862880624,"20130609070531",18671,203
1401,14,"Component_technology","",65,0,0,0.285805162159,"20130609070532",16138,121
1403,0,"Technology:JTA","",91,0,0,0.751246328645,"20130609070533",18889,248
1404,0,"Technology:XA","",86,0,0,0.293169219184,"20130609070534",18973,236
1405,0,"Java:javax.annotation","",94,0,0,0.705136278917,"20130609070534",18480,302
1406,0,"Technology:JPA","",111,0,0,0.962894142441,"20130609070535",18891,204
1407,0,"Technology:Java_Image_I/O","",91,0,0,0.975873431376,"20130609070546",19151,327
1408,14,"Image_processor","",63,0,0,0.838700419259,"20130609070634",16177,93
1409,0,"Technology:Java_Servlet","",170,0,0,0.512773499795,"20130609070718",18931,244
1410,14,"Server_technology","",67,0,0,0.736164481391,"20130609070719",16254,120
1412,0,"Technology:Java_Servlet_API","",104,0,0,0.703279283577,"20130609070720",19150,253
1413,0,"Technology:JMF","",77,0,0,0.293383513916,"20130609070722",19156,354
1414,14,"Media_processor","",70,0,0,0.072377523433,"20130609070723",16203,104
1415,0,"Technology:JAF","",93,0,0,0.78028683739,"20130609070723",19127,467
1416,0,"Technology:JavaMail","",81,0,0,0.056206831265,"20130609070724",19149,307
1417,14,"Internet_technology","",67,0,0,0.966771847782,"20130609071037",16181,110
1418,0,"Technology:Java_Print_Service","",87,0,0,0.603911581308,"20130609071038",18882,198
1419,0,"Technology:RMI-IIOP","",79,0,0,0.485382245984,"20130609071040",19175,295
1420,14,"Network_technology","",82,0,0,0.560880450555,"20130609071131",16217,109
1422,0,"Contribution:jsPrototyping","",125,0,0,0.647724484974,"20130609071650",13597,152
1423,0,"Contributor:Marius_Rackwitz","",121,0,0,0.010943517596,"20130609071933",17629,25
1427,0,"Technology:101explorer","",743,0,0,0.387737965762,"20130609071934",23882,4943
1429,0,"Technology:JFragmentLocator","",268,0,0,0.033385771205,"20130609071934",23883,2630
1431,14,"101module","",119,0,0,0.31888597506,"20130609071935",23511,312
1432,14,"101technology","",213,0,0,0.188927703099,"20130609072021",23884,118
1433,14,"101language","",343,0,0,0.475720462299,"20130609072337",23512,326
1434,0,"Technology:GeFLo","",448,0,0,0.073447371482,"20130609072341",23885,8524
1436,0,"Technology:XmlFragmentLocator","",216,0,0,0.026783272622,"20130609072342",23886,3754
1438,0,"Technology:HsFragmentLocator","",171,0,0,0.523014610776,"20130609072344",23887,474
1439,0,"Technology:CSharpFragmentLocator","",144,0,0,0.702719257929,"20130609072345",23888,1196
1440,0,"Contribution:yapg","",822,0,0,0.636764159953,"20130609072346",21289,3888
1454,0,"Feature:Code_generation_demo","",266,0,0,0.115162965932,"20130609072351",23434,710
1455,0,"Text-to-object_mapping","",137,0,0,0.907313186329,"20130609072600",17025,428
1456,0,"Contribution:emf","",38,1,0,0.684674327351,"20130609072601",13806,55
1457,14,"Term","",377,0,0,0.326819628245,"20130609072603",16276,79
1458,14,"Haskell_term","",217,0,0,0.796515651555,"20130609072613",16174,101
1459,0,"Action","",154,0,0,0.141860642951,"20130609072614",21339,202
1461,0,"Algebraic_data_type","",333,0,0,0.911725387347,"20130609072615",23435,2562
1462,0,"Class","",182,0,0,0.750268632191,"20130609072857",15285,135
1463,0,"OO_programming","",178,0,0,0.727188850183,"20130609072858",18613,211
1465,0,"Type_class","",287,0,0,0.546333938122,"20130609072859",24184,6495
1466,0,"Composition","",77,0,0,0.766791870308,"20130609072859",23340,129
1467,14,"OO_programming_term","",103,0,0,0.868333339502,"20130609072933",16219,99
1469,0,"OO_class","",105,0,0,0.159401213544,"20130609073234",18568,342
1470,14,"Ambiguous_term","",84,0,0,0.330451325463,"20130609073330",16098,81
1471,0,"Function_composition","",92,0,0,0.337119516345,"20130609073330",22064,1067
1472,0,"Constructor","",116,0,0,0.678093463235,"20130609073331",23341,156
1473,0,"Data_constructor","",156,0,0,0.118741360634,"20130609073332",22544,265
1474,0,"Type_constructor","",114,0,0,0.892452202846,"20130609073334",18984,270
1475,0,"Evaluation_strategy","",99,0,0,0.115846886332,"20130609073335",15377,136
1476,0,"Filter_function","",151,0,0,0.063176271836,"20130609073336",23406,1732
1477,0,"Fold_function","",275,0,0,0.312642475128,"20130609073337",23401,2670
1478,0,"Induction","",211,0,0,0.222950507617,"20130609073338",18467,363
1480,0,"Programming","",136,0,0,0.794799202468,"20130609073339",24156,287
1482,0,"Computing","",89,0,0,0.337714135292,"20130609073340",18391,181
1483,0,"I/O","",97,0,0,0.022638895035,"20130609073341",18470,261
1484,0,"I/O_system","",125,0,0,0.588154073198,"20130609073342",18469,572
1487,14,"Type_system_term","",101,0,0,0.325097346327,"20130609073343",16283,96
1488,0,"Boolean","",123,0,0,0.299027893644,"20130609073345",21363,185
1489,0,"Code","",88,0,0,0.133919761994,"20130609073612",17721,123
1491,0,"Type_checking","",75,0,0,0.081496221496,"20130609073613",21980,1077
1492,0,"Tuple","",182,0,0,0.676826720625,"20130609073615",21320,319
1493,0,"Data_structure","",324,0,0,0.787705204835,"20130609073618",21729,411
1494,0,"Technology:MediaWikiRefactorer","",77,0,0,0.322120284987,"20130609073620",23889,369
1495,0,"Map_function","",139,0,0,0.914117875089,"20130609073621",23405,1695
1498,0,"Type_system","",125,0,0,0.581004510992,"20130609073622",21985,783
1499,14,"Data_structure","",168,0,0,0.48195567146,"20130609073624",16152,52
1501,0,"Testing","",110,0,0,0.403038366159,"20130609073625",22199,290
1502,0,"Complexity","",97,0,0,0.081254528458,"20130609073627",21309,347
1503,0,"Lazy_evaluation","",101,0,0,0.085990371905,"20130609073628",21367,378
1504,0,"Eager_evaluation","",87,0,0,0.873487933238,"20130609073630",21366,378
1507,0,"Integer","",93,0,0,0.446907711589,"20130609073631",16582,211
1508,0,"Float","",89,0,0,0.185239315645,"20130609073633",16539,239
1511,0,"Database","",130,0,0,0.551170925651,"20130609073837",19302,179
1512,14,"Data_term","",120,0,0,0.244497479546,"20130609073838",16154,89
1513,0,"Equality","",86,0,0,0.716517259774,"20130609074357",24226,1871
1514,0,"File","",106,0,0,0.254239661481,"20130609074359",21362,258
1515,0,"Infinite_data_structure","",78,0,0,0.28919446756,"20130609074403",17775,117
1516,0,"Local_scope","",118,0,0,0.271204903215,"20130609075326",22655,1771
1517,0,"Abstraction_mechanism","",476,0,0,0.643761969627,"20130609075328",22353,318
1519,10,"Classification","",121,0,0,0.242968340813,"20130609075500",9532,57
1522,0,"Programming_idiom","",109,0,0,0.849827632402,"20130609075640",18642,219
1526,0,"Programming_paradigm","",112,0,0,0.393778155629,"20130609075641",18640,176
1527,14,"AOP_language","",73,0,0,0.599873180686,"20130609080105",16089,103
1529,0,"State","",121,0,0,0.716079595502,"20130609080154",19097,266
1530,0,"Regular_expression","",113,0,0,0.463237286987,"20130609080156",21370,208
1531,0,"Recursion","",152,0,0,0.221979739795,"20130609080158",24043,1544
1532,0,"Proof","",92,0,0,0.647360023065,"20130609080159",18639,196
1533,0,"Pattern_matching","",182,0,0,0.26943122845,"20130609080248",23968,3376
1534,0,"Partial_application","",92,0,0,0.956838252766,"20130609080248",23223,1700
1535,0,"Technology:HackageDB","",111,0,0,0.889666412822,"20130609080249",22263,590
1536,14,"Source_code_repository","",79,0,0,0.522572443799,"20130609080749",16260,50
1537,0,"Source_code_repository","",68,0,0,0.585134379106,"20130609080907",18667,242
1538,0,"Haskell_package","",123,0,0,0.287069993129,"20130609081301",22470,205
1539,0,"Technology:Cabal","",125,0,0,0.457230053868,"20130609081302",22260,1945
1540,0,"Parser","",221,0,0,0.373648385913,"20130609081354",22384,259
1541,0,"Equational_reasoning","",108,0,0,0.333219449735,"20130609081459",18422,273
1542,0,"Higher-order_function","",105,0,0,0.251458895342,"20130609081602",24044,1739
1543,14,"Haskell_technology","",122,0,0,0.363091018843,"20130609081603",16173,156
1544,0,"Command","",70,0,0,0.663391320275,"20130609081716",18394,171
1545,0,"Taxonomy","",85,0,0,0.381016404946,"20130609081717",19148,455
1546,14,"Fragment_locator","",91,0,0,0.912657655742,"20130609082025",16166,62
1547,14,"Syntax_highlighter","",56,0,0,0.488728812883,"20130609082159",16270,116
1548,14,"Language_framework","",75,0,0,0.498883995913,"20130609082200",16191,136
1549,14,"Language-specific_technology","",105,0,0,0.308866493326,"20130609082200",16188,95
1550,14,"Java_bytecode_processor","",60,0,0,0.19535302148,"20130609082201",16184,107
1551,14,"Comprehension_technology","",135,0,0,0.117145180752,"20130609082203",16141,106
1554,0,"Bit","",74,0,0,0.466349047048,"20130609082704",16403,112
1555,0,"Primitive_data_type","",94,0,0,0.728290025992,"20130609082705",18596,198
1556,14,"Primitive_data_type","",90,0,0,0.279571296975,"20130609082801",16234,52
1557,0,"Character","",93,0,0,0.81513405479,"20130609082801",21360,187
1558,0,"List_comprehension","",70,0,0,0.442184565939,"20130609083157",23404,2203
1559,0,"Conditional","",59,0,0,0.264328982152,"20130609083303",18386,190
1560,0,"Declaration","",105,0,0,0.41955486584,"20130609083755",21328,187
1561,0,"Equation","",94,0,0,0.851099558458,"20130609084157",24045,222
1562,0,"Lambda_abstraction","",107,0,0,0.676275131637,"20130609084158",23248,1915
1563,0,"Guard","",80,0,0,0.70608225673,"20130609084158",18472,257
1564,0,"Product_function","",107,0,0,0.30817391675,"20130609084159",23969,530
1565,0,"Sum_function","",89,0,0,0.394066584848,"20130609084559",23970,520
1566,0,"Programming_language","",171,0,0,0.246930607675,"20130609085353",19419,249
1567,0,"Invariant","",98,0,0,0.343509987522,"20130609085524",22580,260
1568,0,"Reverse_function","",96,0,0,0.90445733799,"20130609085639",24046,1023
1569,0,"List","",122,0,0,0.978421588969,"20130609085639",21741,553
1570,14,"Common_function","",78,0,0,0.958591740422,"20130609085816",16131,513
1571,0,"Haskell_script","",86,0,0,0.295747321858,"20130609085817",17765,128
1572,0,"String","",101,0,0,0.918229067752,"20130609085821",19123,398
1573,0,"Combinator","",77,0,0,0.755354719805,"20130609090929",24047,661
1574,0,"Parser_combinator","",99,0,0,0.59780645487,"20130609090930",24048,253
1575,0,"Data_type","",105,0,0,0.078896290608,"20130609090931",21348,220
1576,14,"Data_type","",66,0,0,0.221350955927,"20130609090932",16155,52
1577,0,"Abstract_data_type","",146,0,0,0.855296925161,"20130609090934",22578,317
1578,14,"Abstract_data_type","",74,0,0,0.935705089025,"20130609090935",16095,52
1579,14,"Concrete_data_type","",60,0,0,0.465767372248,"20130609090936",16147,52
1580,0,"Concrete_data_type","",123,0,0,0.45355923534,"20130609091111",21333,358
1581,0,"TCP","",69,0,0,0.193331902394,"20130609091835",21331,346
1582,0,"UDP","",65,0,0,0.317104981502,"20130609091836",21352,291
1583,0,"Core","",70,0,0,0.66655934624,"20130609091837",21343,210
1584,14,"Hardware_term","",64,0,0,0.995980520459,"20130609091851",16172,87
1585,0,"Type-class_instance","",106,0,0,0.530997726142,"20130609092218",24212,239
1586,0,"OO_interface","",89,0,0,0.857396207635,"20130609092219",18614,352
1587,0,"Polymorphic_function","",81,0,0,0.34683401558,"20130609092220",24049,174
1588,0,"Function_definition","",102,0,0,0.045409224425,"20130609092222",24050,245
1589,0,"Type_definition","",82,0,0,0.016827954783,"20130609092350",17846,304
1590,0,"Directory","",74,0,0,0.218637965314,"20130609092926",18402,258
1591,0,"File_system","",73,0,0,0.148234311377,"20130609093641",18437,183
1592,0,"Exception","",62,0,0,0.157848054854,"20130609093642",18421,192
1593,0,"Data_generator","",77,0,0,0.602402742887,"20130609094527",24051,280
1594,0,"Tool","",123,0,0,0.125826752113,"20130609094528",19193,223
1595,0,"Test_data_generation","",91,0,0,0.725290112766,"20130609094529",17836,318
1596,0,"Technology:Glade","",82,0,0,0.599570812297,"20130609094530",18871,144
1598,0,"User_interface","",169,0,0,0.484059147816,"20130609094531",21342,281
1599,0,"Business_layer","",61,0,0,0.534574004463,"20130609094531",16406,148
1600,0,"Presentation_layer","",76,0,0,0.870747569311,"20130609094533",16762,153
1601,0,"Data-access_layer","",68,0,0,0.400930236362,"20130609094533",16461,141
1602,0,"Loop","",59,0,0,0.085570822965,"20130609094534",18546,189
1603,0,"Monad_transformer","",75,0,0,0.787451101475,"20130609094535",21338,250
1604,0,"Operation","",92,0,0,0.181973239885,"20130609094536",17792,223
1605,0,"Operator","",67,0,0,0.055601914194,"20130609094537",18609,180
1606,0,"Output","",93,0,0,0.922161674724,"20130609094538",21351,208
1607,0,"Input","",78,0,0,0.706162066328,"20130609094723",18464,164
1608,0,"Performance","",81,0,0,0.117824947503,"20130609094725",21330,163
1609,0,"Pointer","",67,0,0,0.867480867412,"20130609094727",21340,229
1610,0,"Abstraction","",127,0,0,0.66722055107,"20130609094729",21707,212
1611,0,"Polymorphism","",111,0,0,0.561823846349,"20130609094730",24210,1322
1612,0,"Ad-hoc_polymorphism","",84,0,0,0.835023911746,"20130609094731",21987,186
1613,0,"Parametric_polymorphism","",78,0,0,0.349994491178,"20130609095817",23226,313
1614,14,"Polymorphism","",56,0,0,0.763364339436,"20130609095817",16230,59
1615,0,"Operator_precedence","",56,0,0,0.49568256042,"20130609095818",17794,129
1616,0,"Predicate","",58,0,0,0.97959642806,"20130609095818",17803,109
1617,0,"Process","",76,0,0,0.760991489491,"20130609095819",18595,173
1618,0,"Profiling","",84,0,0,0.004416265449,"20130609095819",21346,231
1620,0,"Transformation","",111,0,0,0.303481327374,"20130609095820",19192,1470
1623,0,"Random_number","",83,0,0,0.076298760071,"20130609095915",18634,207
1624,0,"Random_number_generator","",74,0,0,0.628709615563,"20130609095917",18633,203
1625,0,"Type_signature","",76,0,0,0.547690642532,"20130609100216",21974,2806
1626,0,"Stack","",120,0,0,0.453452744352,"20130609100217",22575,1670
1629,0,"Tail_function","",121,0,0,0.817207279344,"20130609100217",16817,334
1630,0,"Head_function","",150,0,0,0.888740208479,"20130609100217",21313,386
1631,0,"Test_case","",80,0,0,0.624719407832,"20130609100217",18997,218
1632,0,"Thread","",105,0,0,0.273554880041,"20130609100217",21329,200
1633,0,"State_monad","",84,0,0,0.307560321445,"20130609100220",19096,234
1636,0,"Reader_monad","",70,0,0,0.347288805719,"20130609100223",16782,93
1637,0,"Maybe_monad","",77,0,0,0.098404110039,"20130609100224",16708,115
1638,0,"Accumulator","",139,0,0,0.805371700791,"20130609100224",21355,1008
1639,0,"Language:Prolog","",107,0,0,0.841764283441,"20130609100224",18529,183
1640,0,"Foreign_function_interface","",72,0,0,0.379108854139,"20130609100218",18434,226
1641,0,"Program_optimization","",80,0,0,0.446214935965,"20130609100225",21345,268
1643,0,"Applicative_functor","",173,0,0,0.291562847086,"20130609100225",24253,813
1644,0,"Maybe_type","",94,0,0,0.697854238723,"20130609100226",23356,1644
1645,0,"Base_case","",81,0,0,0.02766163965,"20130609100226",17715,113
1646,0,"Inductive_step","",69,0,0,0.176117602334,"20130609100227",17774,113
1647,0,"Infinite_list","",69,0,0,0.283258337962,"20130609100227",21325,177
1648,0,"Function_application","",85,0,0,0.762522147444,"20130609100228",24052,298
1649,0,"Identity_element","",78,0,0,0.844480501909,"20130609100228",21327,294
1650,0,"Association_list","",92,0,0,0.506861406948,"20130609100228",21349,233
1651,0,"Technology:HPC","",105,0,0,0.463705912862,"20130609100229",19132,217
1653,0,"Syntactic_category","",112,0,0,0.868123427279,"20130609100237",22355,312
1654,14,"Syntactic_category","",93,0,0,0.925717459602,"20130609100238",16269,65
1655,0,"Expression","",71,0,0,0.699131825442,"20130609100238",21358,486
1656,0,"Factorial","",72,0,0,0.804986115889,"20130609100238",21960,1532
1657,0,"Fmap_function","",89,0,0,0.792923650602,"20130609100239",21354,159
1658,0,"Import","",110,0,0,0.125593328943,"20130609100239",17771,391
1659,0,"Export","",106,0,0,0.388223291811,"20130609100240",17750,400
1660,0,"Bind_function","",78,0,0,0.390198955986,"20130609100240",16402,107
1661,0,"Monadic_value","",61,0,0,0.343305853742,"20130609100241",17786,369
1664,0,"Feature:Structure-driven","",21,1,0,0.625612750818,"20130609100241",20993,42
1674,0,"XML_data_binding","",143,0,0,0.100849412683,"20130609100248",19006,816
1677,0,"Serialization","",193,0,0,0.677917960583,"20130609100249",19773,1243
1681,0,"Feature:Data_parallelism","",176,0,0,0.375296292807,"20130609100249",24306,484
1682,0,"Style_sheet_language","",104,0,0,0.414650300512,"20130609100249",22350,184
1683,0,"Query_language","",119,0,0,0.800480930065,"20130609100250",22349,165
1684,0,"Library","",161,0,0,0.522773397863,"20130609100250",18552,273
1686,0,"Web_browser","",142,0,0,0.137210993553,"20130609100251",19010,206
1687,0,"Program_generation","",118,0,0,0.106590542007,"20130609100251",19111,212
1693,0,"Type-based_mapping","",98,0,0,0.896396115246,"20130609101806",17034,110
1694,0,"Generic_mapping","",68,0,0,0.795880640686,"20130609101807",16557,131
1697,0,"Task_parallelism","",127,0,0,0.929336726134,"20130609101807",18654,228
1699,0,"Toolkit","",96,0,0,0.824690464225,"20130609101808",17030,554
1700,0,"API","",300,0,0,0.818468707811,"20130609101809",18349,544
1701,0,"Standard","",112,0,0,0.071699411668,"20130609101810",18665,223
1702,0,"Compiler","",151,0,0,0.231526237184,"20130609101811",21723,981
1703,0,"Web_server","",108,0,0,0.393801579188,"20130609101812",19008,196
1704,0,"Program_generator","",145,0,0,0.53514792166,"20130609101813",18593,183
1705,0,"Template_engine","",115,0,0,0.739583405058,"20130609101832",18998,196
1706,14,"DBMS","",98,0,0,0.159431945003,"20130609101833",16149,58
1707,0,"DBMS","",138,0,0,0.772608808859,"20130609102349",19021,210
1708,0,"STM","",91,0,0,0.579578104842,"20130609102422",18627,261
1709,0,"TMVar","",120,0,0,0.832268443063,"20130609102605",21306,254
1711,14,"Internet_term","",61,0,0,0.487291045395,"20130609102726",16182,89
1712,0,"Server","",112,0,0,0.577038879306,"20130609102726",18625,670
1713,0,"Client","",132,0,0,0.995013934405,"20130609104906",18396,320
1714,0,"Framework","",173,0,0,0.698067851811,"20130609104907",19055,851
1715,0,"Web_application","",134,0,0,0.283027886556,"20130609105633",19011,456
1716,0,"XML_processing","",120,0,0,0.781165102831,"20130609105648",19183,216
1717,0,"Calculation","",75,0,0,0.200343451764,"20130609110012",18397,209
1718,0,"Design","",59,0,0,0.653011928073,"20130609110012",23342,171
1719,0,"Program_design","",74,0,0,0.186873656781,"20130609110013",17809,298
1720,0,"Software_design","",113,0,0,0.282749191417,"20130609110014",19364,520
1721,0,"Data_structure_design","",97,0,0,0.742418420164,"20130609110015",18408,339
1722,0,"Algorithm_design","",102,0,0,0.930251234498,"20130609110015",19035,337
1723,0,"Algorithm","",151,0,0,0.315997763561,"20130609110016",21806,1284
1724,0,"Fold","",127,0,0,0.726670868139,"20130609110017",23343,202
1725,0,"Fold_transformation","",123,0,0,0.191622100274,"20130609110050",19056,635
1726,0,"Unfold_transformation","",146,0,0,0.355683892547,"20130609110052",19188,590
1727,0,"Unfold","",90,0,0,0.842544449675,"20130609110305",23344,215
1728,0,"Catamorphism","",189,0,0,0.75105378168,"20130609110510",24053,759
1729,0,"Anamorphism","",231,0,0,0.104462858929,"20130609110715",24054,744
1730,0,"Unfold_function","",205,0,0,0.007276817744,"20130609111807",19014,418
1731,0,"Corecursion","",104,0,0,0.231268520168,"20130609111909",18380,213
1734,0,"Head","",96,0,0,0.820740647247,"20130609112559",21312,214
1736,0,"Tail","",89,0,0,0.626198959347,"20130609112602",17832,205
1740,0,"101term:Cut","",545,0,0,0.543615868481,"20130609112603",20560,265
1741,0,"101term:Total","",414,0,0,0.016612182251,"20130609112603",20714,267
1742,0,"101term:Employee","",416,0,0,0.606103924505,"20130609112604",20871,282
1746,0,"101term:Salary","",309,0,0,0.251984865658,"20130609112604",20872,283
1747,0,"101term:Department","",491,0,0,0.140283461369,"20130609112559",20873,491
1757,0,"101term:Name","",366,0,0,0.801533728993,"20130609112617",20874,435
1758,0,"101term:Address","",333,0,0,0.96898585218,"20130609112617",20875,291
1761,14,"101term","",233,0,0,0.511042197633,"20130609112618",16082,386
1762,0,"101term:Company","",307,0,0,0.319934498374,"20130609112618",23437,335
1763,0,"101term:Manager","",263,0,0,0.933767050428,"20130609112619",20877,341
1764,0,"Generic_function","",92,0,0,0.904425498689,"20130609112619",19052,824
1765,0,"101term:Import","",276,0,0,0.730504556296,"20130609112620",21055,185
1766,0,"101term:Export","",265,0,0,0.012574939076,"20130609112620",21095,187
1767,0,"Database_schema","",104,0,0,0.733580904943,"20130609112620",19301,182
1768,0,"CRUD","",100,0,0,0.830635480601,"20130609112621",18398,293
1769,0,"Prepared_statement","",92,0,0,0.266055546289,"20130609112621",18597,193
1770,0,"Concurrent_Haskell","",98,0,0,0.400395288725,"20130609112622",18388,213
1771,14,"Type_class","",99,0,0,0.796087207466,"20130609112622",16282,70
1772,0,"Nested_data_parallelism","",88,0,0,0.935617100125,"20130609112623",19120,271
1773,0,"Multi-tier_architecture","",57,0,0,0.394670516762,"20130609112824",18571,320
1774,0,"Architectural_pattern","",168,0,0,0.970316156269,"20130609112852",18368,207
1775,0,"Programming_domain","",86,0,0,0.082689922319,"20130609112853",16772,103
1776,0,"Parallelism","",115,0,0,0.982846787742,"20130609112902",18618,175
1777,0,"Language:Java_bytecode","",92,0,0,0.570729930164,"20130609113043",18541,180
1778,0,"Language:JAR","",107,0,0,0.396672137698,"20130609113202",18495,179
1779,0,"Language:tar","",68,0,0,0.339812978178,"20130609113203",18556,153
1780,0,"Language:Zip","",83,0,0,0.911854222824,"20130609113203",18558,153
1781,0,"Language:RAR","",55,0,0,0.571585981754,"20130609113204",18527,139
1782,0,"Language:gzip","",91,0,0,0.323492468543,"20130609113616",18557,244
1783,0,"Technology:gzip","",121,0,0,0.892361798013,"20130609113617",18961,264
1786,0,"Technology:DLL","",150,0,0,0.899704742557,"20130609113618",18677,343
1787,0,"Language:DLL","",134,0,0,0.532521940985,"20130609113618",18507,396
1788,0,"Language:EXE","",68,0,0,0.324699531181,"20130609113914",18504,172
1789,0,"Language:PDF","",81,0,0,0.535483791299,"20130609113915",18534,236
1792,0,"Language:XLS","",72,0,0,0.254672757592,"20130609113917",18566,208
1793,0,"Technology:Microsoft_Excel","",171,0,0,0.300230235468,"20130609114420",18913,222
1794,0,"Technology:basename","",100,0,0,0.251883456553,"20130609114420",18963,213
1795,0,"Technology:dirname","",104,0,0,0.595877283723,"20130609114421",18962,213
1797,0,"Technology:HsImportMatcher","",124,0,0,0.081323710111,"20130609114836",23890,1613
1799,14,"Import_matcher","",53,0,0,0.494547655783,"20130609114838",16178,127
1800,14,"Android_term","",254,0,0,0.685293618482,"20130609114839",16104,103
1803,0,"101implementation","",1513,0,0,0.201359485901,"20130609114952",23514,2964
1804,0,"Technology:megalib","",32,0,0,0.080206020891,"20130609114953",19001,189
1805,0,"Language:VB.NET","",89,0,0,0.672769817428,"20130609115145",18567,211
1806,14,".NET_namespace","",114,0,0,0.532444226507,"20130609115216",16009,592
1807,0,"Dotnet:System.Xml","",102,0,0,0.946514037376,"20130609115530",18400,218
1810,0,"Software_language","",534,0,0,0.901696154627,"20130609115728",22356,977
1815,0,"Technology:101worker","",219,0,0,0.919969028503,"20130609120025",23891,146
1823,14,"Quality_101feature","",146,0,0,0.996028274144,"20130609120026",23439,725
1824,14,"UI_101feature","",178,0,0,0.603915331942,"20130609120026",23440,402
1826,0,"Language:101meta","",1780,0,0,0.713772801377,"20130609120027",23892,44624
1828,0,"Queue","",85,0,0,0.513724517854,"20130609120028",21316,236
1829,0,"Set","",62,0,0,0.221019940787,"20130609120029",21321,228
1830,0,"Contribution:mongodb","",363,0,0,0.549950249652,"20130609120029",20879,6019
1832,14,"Software_architecture_term","",91,0,0,0.493995675993,"20130609120030",16256,97
1834,14,"Software_technology_term","",156,0,0,0.786096957019,"20130609120033",16259,106
1835,14,"Programming_theory_term","",330,0,0,0.032383021655,"20130609120034",23517,402
1836,14,"101influencer","",271,0,0,0.886158636135,"20130609120043",23518,598
1837,4,"Vocabulary","",246,0,0,0.152337101167,"20130609120044",23519,152
1838,0,"Fragment_locator","",158,0,0,0.401417448043,"20130609120226",22357,202
1839,0,"Fragment_location","",117,0,0,0.342445251504,"20130609120331",17757,798
1840,0,"Language:MegaL","",141,0,0,0.521455348717,"20130609120402",18537,150
1841,0,"Nonrelationalware","",87,0,0,0.265762038488,"20130609120448",16727,113
1842,0,"Technology:MongoDB","",147,0,0,0.329462107551,"20130609120450",18910,2080
1848,14,"101verb","",109,0,0,0.139450633466,"20130609120510",16085,97
1849,14,"101noun","",112,0,0,0.234372049007,"20130609120511",16059,97
1850,0,"101term:Deserialize","",210,0,0,0.573222972149,"20130609120649",21109,199
1851,0,"101term:Serialize","",175,0,0,0.696106467502,"20130609120825",21110,227
1852,0,"101term:Parse","",281,0,0,0.11428599152,"20130609120944",21057,408
